genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2663	lpp2337	VBILegPne27771_2663	Q5X2Q0	2677149	2679032	+	1884		Flavodoxin reductases (ferredoxin-NADPH reductases) family 1	FIG01954108	PLF_445_00002068	PGF_01110486	GO:0005506|iron ion binding;GO:0006118|electron transport;GO:0009055|electron carrier activity;GO:0016491|oxidoreductase activity		
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2664	lpp2338	VBILegPne27771_2664	Q5X2P9	2679032	2679793	+	762		Bll4815 protein	FIG01464362	PLF_445_00002480	PGF_00407115			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2665	lpp2339	VBILegPne27771_2665	Q5X2P8	2679790	2680608	+	819		Bll4814 protein	FIG01461531	PLF_445_00002051	PGF_00407103			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2666	lpp2340	VBILegPne27771_2666	Q5X2P7	2680674	2681171	-	498		hypothetical protein	FIG00758942	PLF_445_00002661	PGF_02069330			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2667	lpp2341	VBILegPne27771_2667	Q5X2P6	2681171	2681836	-	666		hypothetical protein	FIG01393109	PLF_445_00003003	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2668	lpp2342	VBILegPne27771_2668	Q5X2P5	2681842	2682135	-	294		hypothetical protein	FIG00759861	PLF_445_00002627	PGF_02069308			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2669	lpp2343	VBILegPne27771_2669	Q5X2P4	2682331	2682654	+	324		VrrB	FIG01751169	PLF_445_00002779	PGF_00066772			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2670	lpp2344	VBILegPne27771_2670	Q5X2P3	2682882	2684168	-	1287	gdhA	NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	FIG00129130	PLF_445_00002774	PGF_00722309	GO:0004354|glutamate dehydrogenase (NADP+) activity	1.4.1.4|Glutamate dehydrogenase (NADP(+))	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism;00910|Nitrogen metabolism
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2671	lpp2345	VBILegPne27771_2671	Q5X2P2	2684358	2687444	-	3087	copA2	Multicopper oxidase	FIG00060246	PLF_445_00000017	PGF_02905791	GO:0005507|copper ion binding;GO:0016491|oxidoreductase activity		
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2672	lpp2346	VBILegPne27771_2672	Q5X2P1	2687471	2687998	-	528		hypothetical protein	FIG00758058	PLF_445_00002421	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2673		VBILegPne27771_2673		2687965	2688153	+	189		hypothetical protein		PLF_445_00003100	PGF_02069582			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2674	lpp2347	VBILegPne27771_2674	Q5X2P0	2688195	2688350	+	156		hypothetical protein	FIG00759885	PLF_445_00002763	PGF_02069384			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2675	lpp2348	VBILegPne27771_2675	Q5X2N9	2688363	2690042	-	1680		Poly(3-hydroxyalkanoate) synthetase	FIG00759956	PLF_445_00002753	PGF_00034560			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2676	lpp2349	VBILegPne27771_2676	Q5X2N8	2690279	2690590	+	312		hypothetical protein	FIG00759750	PLF_445_00002036	PGF_02066534			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2677	lpp2350	VBILegPne27771_2677	Q5X2N7	2690729	2691181	-	453	cecA	hypothetical protein	FIG00759027	PLF_445_00002473	PGF_02070778			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2678	lpp2351	VBILegPne27771_2678	Q5X2N6	2691178	2694393	-	3216	cecA	CzcABC family efflux RND transporter, transmembrane protein	FIG00008299	PLF_445_00000005	PGF_01025472			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2679	lpp2352	VBILegPne27771_2679	Q5X2N5	2694394	2695362	-	969	cecB	CzcABC family efflux RND transporter, membrane fusion protein	FIG00001932	PLF_445_00000010	PGF_02945982			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2680	lpp2353	VBILegPne27771_2680	Q5X2N4	2695359	2696624	-	1266	cecC	CzcABC family efflux RND transporter, outer membrane protein	FIG00049097	PLF_445_00000009	PGF_10383936			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2681	lpp2354	VBILegPne27771_2681	Q5X2N3	2696697	2697071	-	375		hypothetical protein	FIG00759657	PLF_445_00003956	PGF_02070071			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2682	lpp2355	VBILegPne27771_2682	Q5X2N2	2697208	2698089	-	882		putative membrane protein	FIG01056920	PLF_445_00002362	PGF_12931782			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2683	lpp2356	VBILegPne27771_2683	Q5X2N1	2698228	2699949	-	1722	copA1	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	FIG00658111	PLF_445_00000004	PGF_07109475	GO:0004008|copper-exporting ATPase activity	3.6.3.3|Cadmium-exporting ATPase;3.6.3.4|Copper-exporting ATPase	
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2684	lpp2357	VBILegPne27771_2684	Q5X2N0	2700502	2700669	-	168		hypothetical protein	FIG00638284	PLF_445_00002635	PGF_02070991			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2685	lpp2358	VBILegPne27771_2685	Q5X2M9	2700694	2701605	-	912		Ribose-phosphate pyrophosphokinase, possible alternative form 2	FIG00096830	PLF_445_00001549	PGF_00048788			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2686	lpp2359	VBILegPne27771_2686	Q5X2M8	2701602	2703116	-	1515		Thymidine phosphorylase (EC 2.4.2.4)	FIG00001131	PLF_445_00001205	PGF_00056876	GO:0009032|thymidine phosphorylase activity	2.4.2.4|Thymidine phosphorylase	00240|Pyrimidine metabolism;00983|Drug metabolism - other enzymes
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2687	lpp2360	VBILegPne27771_2687	Q5X2M7	2703113	2704474	-	1362		Metallo-beta-lactamase family protein, RNA-specific	FIG00036983	PLF_445_00001316	PGF_00391084			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2688	lpp2361	VBILegPne27771_2688	Q5X2M6	2704471	2707539	-	3069	cebA	CzcABC family efflux RND transporter, transmembrane protein	FIG00008299	PLF_445_00053101	PGF_01025472			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2689	lpp2362	VBILegPne27771_2689	Q5X2M5	2707689	2708822	-	1134	cebB	CzcABC family efflux RND transporter, membrane fusion protein	FIG00001932	PLF_445_00000304	PGF_02945982			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2690	lpp2363	VBILegPne27771_2690	Q5X2M4	2708819	2710078	-	1260	cebC	CzcABC family efflux RND transporter, outer membrane protein	FIG00899065	PLF_445_00002086	PGF_02866517			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2691	lpp2364	VBILegPne27771_2691	Q5X2M3	2710065	2712755	-	2691	ctpA	Cation-transporting ATPase, E1-E2 family	FIG01444100	PLF_445_00000118	PGF_02952136			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2692		VBILegPne27771_2692		2712904	2713047	-	144		hypothetical protein		PLF_445_00002365	PGF_02069140			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2693	lpp2367	VBILegPne27771_2693	Q5X2M0	2713576	2714433	+	858		hypothetical protein	FIG00760661	PLF_445_00022005	PGF_00154795			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2694		VBILegPne27771_2694		2715037	2715234	+	198		hypothetical protein		PLF_445_00004354	PGF_02070276			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2695	lpp2368	VBILegPne27771_2695	Q5X2L9	2715263	2715658	+	396		hypothetical protein	FIG00761592	PLF_445_00047003	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2696		VBILegPne27771_2696		2715673	2716311	-	639		Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	FIG00658111	PLF_445_00002688	PGF_07109475	GO:0004008|copper-exporting ATPase activity	3.6.3.3|Cadmium-exporting ATPase;3.6.3.4|Copper-exporting ATPase	
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2697		VBILegPne27771_2697		2716401	2716574	-	174		hypothetical protein	FIG00759182	PLF_445_00002637	PGF_02069318			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2698		VBILegPne27771_2698		2716589	2716759	-	171		hypothetical protein	FIG00760083	PLF_445_00002984	PGF_02069519			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2699	lpp2370	VBILegPne27771_2699	Q5X2L8	2717023	2719209	-	2187	cadA2	Lead, cadmium, zinc and mercury transporting ATPase (EC 3.6.3.3) (EC 3.6.3.5); Copper-translocating P-type ATPase (EC 3.6.3.4)	FIG00658111	PLF_445_00000050	PGF_07109475	GO:0004008|copper-exporting ATPase activity	3.6.3.3|Cadmium-exporting ATPase;3.6.3.4|Copper-exporting ATPase	
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2700	lpp2371	VBILegPne27771_2700	Q5X2L7	2719234	2722383	-	3150	helA	Cobalt/zinc/cadmium efflux RND transporter, transmembrane protein CzcA	FIG00008299	PLF_445_00000015	PGF_10525464			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2701	lpp2372	VBILegPne27771_2701	Q5X2L6	2722393	2723649	-	1257	helB	Cobalt/zinc/cadmium efflux RND transporter, membrane fusion protein CzcB	FIG00001932	PLF_445_00002695	PGF_02947142			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2702	lpp2373	VBILegPne27771_2702	Q5X2L5	2723646	2724848	-	1203	helC	Cobalt/zinc/cadmium efflux RND transporter, outer membrane protein CzcC	FIG00049097	PLF_445_00000020	PGF_00738678			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2703	lpp2375	VBILegPne27771_2703	Q5X2L3	2725344	2726006	-	663		hypothetical protein	FIG00758734	PLF_445_00002918	PGF_02072091			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2704	lpp2376	VBILegPne27771_2704	Q5X2L2	2726191	2727063	+	873		hypothetical protein	FIG00759508	PLF_445_00002957	PGF_00111433			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2705	lpp2377	VBILegPne27771_2705	Q5X2L1	2727191	2727391	+	201		hypothetical protein	FIG00759522	PLF_445_00002979	PGF_02069514			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2706	lpp2378	VBILegPne27771_2706	Q5X2L0	2727411	2727608	+	198		Carbon storage regulator	FIG00002453	PLF_445_00002901	PGF_02174988			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2707	lpp2379	VBILegPne27771_2707	Q5X2K9	2727605	2728039	+	435		hypothetical protein	FIG00759283	PLF_445_00002702	PGF_02061068			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2708	lpp2380	VBILegPne27771_2708	Q5X2K8	2728036	2728626	+	591		hypothetical protein	FIG00759288	PLF_445_00002823	PGF_02069421			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2709	lpp2381	VBILegPne27771_2709	Q5X2K7	2728637	2729473	+	837		probable exported protein STY4558	FIG00757913	PLF_445_00002740	PGF_02069373			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2710	lpp2382	VBILegPne27771_2710	Q5X2K6	2729475	2729933	+	459		hypothetical protein	FIG00758081	PLF_445_00046879	PGF_02069397			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2711	lpp2383	VBILegPne27771_2711	Q5X2K5	2729924	2730622	+	699		Fe2+/Zn2+ uptake regulation proteins	FIG00957042	PLF_445_00047235	PGF_00004223			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2712	lpp2384	VBILegPne27771_2712	Q5X2K4	2730632	2730958	+	327		hypothetical protein	FIG00758074	PLF_445_00002620	PGF_00365636			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2713	lpp2385	VBILegPne27771_2713	Q5X2K3	2730961	2731224	+	264		hypothetical protein	FIG00758239	PLF_445_00002830	PGF_00381810			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2714	lpp2386	VBILegPne27771_2714	Q5X2K2	2731227	2731613	+	387		hypothetical protein	FIG00758349	PLF_445_00002759	PGF_00376576			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2715	lpp2387	VBILegPne27771_2715	Q5X2K1	2731622	2731972	+	351		hypothetical protein	FIG00758318	PLF_445_00002787	PGF_00161808			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2716	lpp2388	VBILegPne27771_2716	Q5X2K0	2731977	2732639	+	663		hypothetical protein	FIG00782072	PLF_445_00002656	PGF_00149291			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2717	lpp2389	VBILegPne27771_2717	Q5X2J9	2732626	2733408	+	783		hypothetical protein	FIG00758604	PLF_445_00002732	PGF_10363169			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2718	lpp2390	VBILegPne27771_2718	Q5X2J8	2733405	2734718	+	1314		hypothetical protein	FIG01956019	PLF_445_00002555	PGF_00406891			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2719	lpp2391	VBILegPne27771_2719	Q5X2J7	2734675	2735064	+	390		hypothetical protein	FIG00731883	PLF_445_00002619	PGF_00312932			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2720	lpp2392	VBILegPne27771_2720	Q5X2J6	2735075	2737849	+	2775		Type IV secretory pathway, VirB4 components	FIG00978077	PLF_445_00002778	PGF_02069394			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2721	lpp2393	VBILegPne27771_2721	Q5X2J5	2737827	2738819	+	993		hypothetical protein	FIG00758672	PLF_445_00002700	PGF_00343523			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2722	lpp2394	VBILegPne27771_2722	Q5X2J4	2738829	2740211	+	1383		hypothetical protein	FIG00757982	PLF_445_00002654	PGF_00330478			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2723	lpp2395	VBILegPne27771_2723	Q5X2J3	2740213	2741781	+	1569		putative membrane protein	FIG00672847	PLF_445_00002673	PGF_00409591			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2724	lpp2396	VBILegPne27771_2724	Q5X2J2	2741784	2741993	-	210		hypothetical protein	FIG00759554	PLF_445_00002967	PGF_02069504			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2725	lpp2397	VBILegPne27771_2725	Q5X2J1	2742007	2742339	+	333		hypothetical protein	FIG00760698	PLF_445_00002964	PGF_02069501			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2726	lpp2398	VBILegPne27771_2726	Q5X2J0	2742343	2744349	+	2007		Type IV secretory pathway, VirD4 components	FIG00758120	PLF_445_00002728	PGF_01627508			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2727	lpp2399	VBILegPne27771_2727	Q5X2I9	2744351	2744833	+	483		hypothetical protein	FIG00759561	PLF_445_00002919	PGF_02069475			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2728	lpp2400	VBILegPne27771_2728	Q5X2I8	2744922	2745092	-	171		hypothetical protein	FIG00758486	PLF_445_00003016	PGF_02069535			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2729	lpp2401	VBILegPne27771_2729	Q5X2I7	2745277	2746245	-	969		hypothetical protein	FIG00638284	PLF_445_00003250	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2730	lpp2402	VBILegPne27771_2730	Q5X3J7	2746636	2747811	-	1176		hypothetical protein	FIG00638284	PLF_445_00000002	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2731	lpp2403	VBILegPne27771_2731	Q5X2I5	2748197	2749000	+	804		hypothetical protein	FIG00761347	PLF_445_00002821	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2732	lpp2404	VBILegPne27771_2732	Q5X2I4	2748993	2749895	+	903		hypothetical protein	FIG00758249	PLF_445_00002961	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2733	lpp2405	VBILegPne27771_2733	Q5X2I3	2750070	2751128	+	1059		putative membrane protein	FIG00846773	PLF_445_00003578	PGF_10524582			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2734	lpp2406	VBILegPne27771_2734	Q5X2I2	2751783	2751974	+	192		hypothetical protein	FIG00760589	PLF_445_00003028	PGF_02069544			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2735	lpp2407	VBILegPne27771_2735	Q5X2I1	2752031	2752537	+	507		Antirestriction protein	FIG00514391	PLF_445_00002856	PGF_07504948			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2736	lpp2408	VBILegPne27771_2736	Q5X2I0	2752559	2753485	-	927		Inorganic pyrophosphatase/exopolyphosphatase	FIG01718568	PLF_445_00003128	PGF_02069597			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2737	lpp2409	VBILegPne27771_2737	Q5X2H9	2753475	2753927	-	453		S-adenosylhomocysteine hydrolase	FIG00924159	PLF_445_00003220	PGF_02069641			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2738	lpp2410	VBILegPne27771_2738	Q5X2H8	2754296	2755276	-	981		hypothetical protein	FIG00638284	PLF_445_00000002	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2739		VBILegPne27771_2739		2755537	2755689	-	153		hypothetical protein	FIG01306568	PLF_445_00000002	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2740	lpp2412	VBILegPne27771_2740		2755742	2755915	-	174		Mobilization protein MobA @ Conjugal transfer protein TraA	FIG01312067	PLF_445_00004207	PGF_08107337			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2741	lpp2413	VBILegPne27771_2741	Q5X2H6	2756221	2756919	-	699		hypothetical protein	FIG00638284	PLF_445_00003713	PGF_00274658			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2742	lpp2414	VBILegPne27771_2742	Q5X2H5	2756912	2757601	-	690		hypothetical protein	FIG00638284	PLF_445_00003957	PGF_02070072			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2743		VBILegPne27771_2743		2757715	2757906	-	192		Putative inner membrane protein	FIG01308136	PLF_445_00002911	PGF_06976091			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2744		VBILegPne27771_2744		2758887	2759048	+	162		hypothetical protein		PLF_445_00003784	PGF_04004668			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2745		VBILegPne27771_2745		2759045	2759164	-	120		hypothetical protein		PLF_445_00021755	PGF_02067996			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2746	lpp2417	VBILegPne27771_2746	Q5X2H4	2759178	2759459	+	282		hypothetical protein		PLF_445_00003092	PGF_02069576			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2747	lpp2418	VBILegPne27771_2747	Q5X2H3	2759500	2760432	-	933		hypothetical protein		PLF_445_00003163	PGF_02069604			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2748	lpp2419	VBILegPne27771_2748	Q5X2H2	2760752	2761390	-	639		nuclear receptor coactivator 6 interacting protein	FIG00760570	PLF_445_00003037	PGF_00401826			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2749	lpp2421	VBILegPne27771_2749	Q5X2H0	2762052	2762537	+	486		Transposase and inactivated derivatives	FIG01331873	PLF_445_00022942	PGF_07822094			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2750		VBILegPne27771_2750		2762506	2762718	-	213		FIG00645039: hypothetical protein with HTH-domain		PLF_445_00003120	PGF_10383273			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2751	lpp2423	VBILegPne27771_2751	Q5X2G9	2762906	2763514	-	609		Protein co-occurring with FIG00645039: hypothetical protein with HTH-domain	FIG00638284	PLF_445_00003219	PGF_07950000			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2752	lpp2424	VBILegPne27771_2752	Q5X2G8	2763698	2764150	-	453		hypothetical protein	FIG00638284	PLF_445_00003155	PGF_02069601			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2753	lpp2425	VBILegPne27771_2753	Q5X2G7	2764204	2765190	-	987		hypothetical protein	FIG00759206	PLF_445_00002872	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2754		VBILegPne27771_2754		2765334	2765462	-	129		hypothetical protein		PLF_445_00004524	PGF_02070408			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2755		VBILegPne27771_2755		2765538	2765654	-	117		hypothetical protein	FIG00638284	PLF_445_00002931	PGF_02069482			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2756	lpp2426	VBILegPne27771_2756	Q5X2G6	2765844	2766071	+	228		hypothetical protein	FIG01536533	PLF_445_00001501	PGF_02061088			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2757	lpp2427	VBILegPne27771_2757	Q5X2G5	2766068	2766304	+	237		hypothetical protein	FIG00761376	PLF_445_00022918	PGF_02062495			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2758	lpp2428	VBILegPne27771_2758	Q5X2G4	2766613	2767311	+	699		hypothetical protein	FIG00638284	PLF_445_00002916	PGF_02069472			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2759		VBILegPne27771_2759		2767308	2767526	+	219		hypothetical protein	FIG01306568	PLF_445_00053115	PGF_12679474			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2760	lpp2430	VBILegPne27771_2760	Q5X2G3	2767602	2767829	-	228		hypothetical protein	FIG01768996	PLF_445_00002705	PGF_02069352			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2761	lpp2431	VBILegPne27771_2761	Q5X2G2	2767876	2768187	-	312		Mannose-6-phosphate isomerase	FIG00933750	PLF_445_00002693	PGF_00019296			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2762	lpp2432	VBILegPne27771_2762	Q5X2G1	2768203	2769495	-	1293		hypothetical protein	FIG00758103	PLF_445_00003336	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2763	lpp2433	VBILegPne27771_2763	Q5X2G0	2769530	2770738	-	1209		hypothetical protein	FIG00638284	PLF_445_00003460	PGF_02069770			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2764		VBILegPne27771_2764		2770771	2771031	-	261		hypothetical protein		PLF_445_00004508	PGF_02070391			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2765	lpp2434	VBILegPne27771_2765	Q5X2F9	2771034	2772428	-	1395		hypothetical protein	FIG00638284	PLF_445_00003461	PGF_08225224			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2766	lpp2435	VBILegPne27771_2766	Q5X2F8	2772433	2773068	-	636		hypothetical protein	FIG00039067	PLF_445_00003490	PGF_02069796			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2767		VBILegPne27771_2767		2773119	2773253	+	135		hypothetical protein		PLF_445_00004523	PGF_02070407			
297246.15	Legionella pneumophila str. Paris	NC_006368	PATRIC	CDS	fig|297246.15.peg.2768	lpp2436	VBILegPne27771_2768	Q5X2F7	2773237	2774583	+	1347		hypothetical protein	FIG00638284	PLF_445_00003249	PGF_02069653			
